,sent1,sent2,label
2914,The man is playing the guitar and has the guitar case open for donations,The man is putting away the guitar in the guitar case,CONTRADICTION
2915,A man in a purple suit is standing by a purple case and is playing a guitar,The man is putting away the guitar in the guitar case,NEUTRAL
2916,A man in a purple colored suit is standing by a purple case and is playing a guitar,The man is playing the guitar and has the guitar case open for donations,NEUTRAL
2917,A couple is sitting on a patio and looking at the ocean,Some adults are sitting in the chairs and are watching the ocean,NEUTRAL
2918,Nobody is sitting in the chairs and watching the ocean,A couple is sitting on a patio and looking at the ocean,NEUTRAL
2919,A small boy in a yellow shirt is laughing on the beach,There is no small boy in a yellow shirt laughing on the beach,CONTRADICTION
2920,The little boy is wearing a yellow tank top and is laughing,A little boy is wearing a yellow tank top and is laughing,ENTAILMENT
2921,A small boy in a yellow shirt is laughing on the beach,A little boy is topless and is serious,NEUTRAL
2922,"A small boy in a shirt, which is yellow, is laughing on the beach",A little boy is wearing a yellow tank top and is laughing,ENTAILMENT
2923,The orange rescue boat is not rushing across the water,The orange rescue boat is rushing across the water,CONTRADICTION
2924,Two men are riding an orange raft on the shore,Two men are getting off of an orange raft on the shore,NEUTRAL
2925,Two men are getting off of an orange raft on the shore,The orange rescue boat is rushing across the water,NEUTRAL
2926,Two men are riding an orange raft on the shore,The orange rescue boat is rushing across the water,NEUTRAL
2927,A dog with really long hair and a red vest is running in the grass,A dog with long hair and a red vest is running in the grass,ENTAILMENT
2928,A dog with long hair and a red vest is sitting in the grass,A dog with long hair and a red vest is running in the grass,NEUTRAL
2929,The dog in the dyed red vest is running in the field,The dog in the red vest is running in the field,ENTAILMENT
2930,The dog in the red vest is not running in the field,The dog in the red vest is running in the field,CONTRADICTION
2931,A person is standing in a vast field of glacial ice,One person is standing in a vast field of glacial ice,ENTAILMENT
2932,A person is standing in a vast field of glacial ice,There is no person standing in a vast field of glacial ice,CONTRADICTION
2933,The person is not standing on white ice,The person is standing on white ice,CONTRADICTION
2934,A woman is swiftly snowboarding down an incline and another woman is standing behind her,A woman is snowboarding down an incline and another woman is standing behind her,ENTAILMENT
2935,A woman is snowboarding down an incline and another woman is standing behind her,There is no woman snowboarding down an incline and there is no other woman standing behind her,CONTRADICTION
2936,A blond boy is sliding down a sand dune on a skateboard,There is no woman snowboarding down an incline and there is no other woman standing behind her,NEUTRAL
2937,The man is taking a picture of himself and another guy,A picture of himself and another guy is being taken by the man,ENTAILMENT
2938,The man is not taking a picture of himself and another guy,The man is taking a picture of himself and another guy,CONTRADICTION
2939,A man is holding up an electronic device,A person is holding up an electronic device,ENTAILMENT
2940,An electronic man is held as a device,A man is holding up an electronic device,NEUTRAL
2941,The man is taking a picture of himself and another guy,A person is holding up an electronic device,ENTAILMENT
2942,A little black dog is chasing a little brown dog,"A dog, which is little and black, is chasing a little brown dog",ENTAILMENT
2943,The brown dog and the black dog are in the grass,A brown dog and a black dog are in the grass,ENTAILMENT
2944,The brown dog and the black dog are in the grass,A little black dog is chasing a little brown dog,NEUTRAL
2945,A brown dog and a black dog are far from the grass,A little black dog is chasing a little brown dog,NEUTRAL
2946,There is no little black dog chasing a little brown dog,A brown dog and a black dog are in the grass,NEUTRAL
2947,A little black dog is chasing a little brown dog,A brown dog and a black dog are in the grass,NEUTRAL
2948,A girl is surrounding brown dressed children who are closing the eyes,A girl in a brown dress is being surrounded by children and is closing her eyes,NEUTRAL
2949,A girl in a brown dress is being surrounded by children and is closing her eyes,The sun is not shining on the face of the girl who is in a yellow dress,NEUTRAL
2950,Women are not wearing bunny ears and race numbers and are not pointing at something in the distance,Women are wearing bunny ears and race numbers and are pointing at something in the distance,CONTRADICTION
2951,Several women are wearing pink bunny ears and are pointing to the right,Several women are taking off pink bunny ears and are pointing to the left,NEUTRAL
2952,Women are wearing bunny ears and race numbers and are pointing at something in the distance,A group of women are wearing pink bunny ears and are pointing to the right,NEUTRAL
2953,Several women are taking off pink bunny ears and are pointing to the left,Women are wearing bunny ears and race numbers and are pointing at something in the distance,NEUTRAL
2954,Several women are wearing pink bunny ears and are pointing to the right,Women are not wearing bunny ears and race numbers and are not pointing at something in the distance,CONTRADICTION
2955,Women are wearing bunny ears and race numbers and are pointing at something in the distance,Several women are wearing pink bunny ears and are pointing to the right,NEUTRAL
2956,The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal,The ice hockey goalkeeper is not wearing a yellow jersey and is not defending the goal,CONTRADICTION
2957,The goal is being guarded by a hockey player in a yellow jersey,The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal,ENTAILMENT
2958,The ice hockey goalkeeper is wearing a yellow jersey and is defending the goal,A hockey player in a yellow jersey is guarding the goal,ENTAILMENT
2959,"A child, who looks young, is standing in front of some trees",A young child is standing in front of some trees,ENTAILMENT
2960,The small boy is standing in the forest,A small boy is standing in the forest,ENTAILMENT
2961,A small boy is standing in the forest,A small boy is sitting in the forest,NEUTRAL
2962,The small boy is standing in the forest,A young child is standing in front of some trees,ENTAILMENT
2963,"A child, who looks young, is standing in front of some trees",A small boy is standing in the forest,NEUTRAL
2964,A small boy is standing in the forest,A young child is standing in front of some trees,NEUTRAL
2965,Two people are looking at a statue made of gold,Two people are looking at a gold statue,ENTAILMENT
2966,Two young men are cheerfully playing outside near a golden statue,Two young men are playing outside near a golden statue,ENTAILMENT
2967,Two young men are sitting outside near a golden statue,Two young men are playing outside near a golden statue,NEUTRAL
2968,Two young men are cheerfully playing outside near a golden statue,Two people are looking at a gold statue,NEUTRAL
2969,Two people are looking at a gold statue,Two young men are playing outside near a golden statue,NEUTRAL
2970,The bicyclist is riding on a city street,The bicyclist is not riding on a city street,CONTRADICTION
2971,The woman is wearing a blue helmet and is riding a bicycle in a parking lot,A woman is wearing a blue helmet and is riding a bicycle in a parking lot,ENTAILMENT
2972,A woman is wearing a blue helmet and is riding a bicycle in a parking lot,There is no woman wearing a blue helmet and riding a bicycle in a parking lot,CONTRADICTION
2973,The woman is wearing a blue helmet and is riding a bicycle in a parking lot,The bicyclist is riding on a city street,NEUTRAL
2974,A woman is wearing a blue helmet and is riding a bicycle in a parking lot,The bicyclist is speeding on a city street,NEUTRAL
2975,"A pet dog is standing on the bank and is looking at another dog, which is brown, in the pond",A pet dog is standing on the bank and is looking at another brown dog in the pond,ENTAILMENT
2976,A pet dog is standing on the bank and is looking at another brown dog in the pond,There is no pet dog standing on the bank and looking at another brown dog in the pond,CONTRADICTION
2977,The tan dog is watching a brown dog that is swimming in a pond,The tan dog is not watching a brown dog that is swimming in a pond,CONTRADICTION
2978,The tan dog is watching a brown dog that is swimming in a pond,A pet dog is standing on the bank and is looking at another brown dog in the pond,NEUTRAL
2979,The tan dog is not watching a brown dog that is swimming in a pond,A pet dog is standing on the bank and is looking at another brown dog in the pond,NEUTRAL
2980,The tan dog is watching a brown dog that is swimming in a pond,There is no pet dog standing on the bank and looking at another brown dog in the pond,NEUTRAL
2981,A young female is dancing,A young girl is dancing,ENTAILMENT
2982,A young girl is dancing,A young girl is standing challengingly on one leg,NEUTRAL
2983,A young girl is dancing,A young girl is standing on both legs,NEUTRAL
2984,A young girl is standing on one leg,A young girl is standing still,NEUTRAL
